name: 0f250527-029e-44c7-9ad4-c076202dca2f num_items: 3990
token, class_id, token_value, token_tf, token_df
вещество, @default_class, 8.020368113648146e-05, 278.0, 117.0
справедливо, @default_class, 2.1926187400822528e-05, 76.0, 68.0
накопитель, @default_class, 9.462880552746356e-05, 328.0, 92.0
каталог, @default_class, 0.00012463306484278291, 432.0, 174.0
стабильно, @default_class, 2.7119231162942015e-05, 94.0, 83.0
свидетель, @default_class, 1.3271112948132213e-05, 46.0, 34.0
беда, @default_class, 2.2791693481849506e-05, 79.0, 71.0
вставлять, @default_class, 5.019942909711972e-05, 174.0, 133.0
копирование, @default_class, 0.00013501914509106427, 468.0, 189.0
cms, @default_class, 5.481546759256162e-05, 190.0, 52.0
management, @default_class, 7.44336357456632e-05, 258.0, 114.0
шутка, @default_class, 3.9524835301563144e-05, 137.0, 118.0
unity, @default_class, 8.597373380325735e-05, 298.0, 72.0
instance, @default_class, 4.731440276373178e-05, 164.0, 43.0
хобби, @default_class, 2.2214688215171918e-05, 77.0, 55.0
пресса, @default_class, 1.1251595424255356e-05, 39.0, 30.0
срабатывать, @default_class, 3.750532050617039e-05, 130.0, 99.0
послужить, @default_class, 2.9715753044001758e-05, 103.0, 96.0
отчётность, @default_class, 2.6542225896264426e-05, 92.0, 53.0
открываться, @default_class, 5.972000872134231e-05, 207.0, 169.0
спасти, @default_class, 2.683072852960322e-05, 93.0, 85.0
привлечение, @default_class, 5.3949959692545235e-05, 187.0, 130.0
пригласить, @default_class, 3.260077573941089e-05, 113.0, 91.0
покрывать, @default_class, 2.913874777732417e-05, 101.0, 91.0
служебный, @default_class, 3.72168178728316e-05, 129.0, 82.0
признать, @default_class, 5.2507446525851265e-05, 182.0, 153.0
лист, @default_class, 7.41451294743456e-05, 257.0, 149.0
чувство, @default_class, 7.645315054105595e-05, 265.0, 163.0
thread, @default_class, 3.2312276744050905e-05, 112.0, 34.0
обзавестись, @default_class, 1.2117103324271739e-05, 42.0, 39.0
ложка, @default_class, 1.2405605957610533e-05, 43.0, 38.0
иван, @default_class, 4.414087743498385e-05, 153.0, 60.0
радость, @default_class, 4.61603922303766e-05, 160.0, 146.0
луч, @default_class, 9.26092907320708e-05, 321.0, 85.0
53, @default_class, 1.7887152353068814e-05, 62.0, 53.0
make, @default_class, 8.078068640315905e-05, 280.0, 111.0
роботизированный, @default_class, 1.529063047200907e-05, 53.0, 33.0
любитель, @default_class, 6.549005775013939e-05, 227.0, 173.0
наушник, @default_class, 0.00010588040458969772, 367.0, 84.0
подписчик, @default_class, 5.019942909711972e-05, 174.0, 69.0
музей, @default_class, 2.0483674234128557e-05, 71.0, 38.0
запросто, @default_class, 1.4136619938653894e-05, 49.0, 43.0
вскоре, @default_class, 5.164193862583488e-05, 179.0, 155.0
идентичный, @default_class, 4.587188959703781e-05, 159.0, 128.0
посадка, @default_class, 3.72168178728316e-05, 129.0, 64.0
скучный, @default_class, 2.5965220629586838e-05, 90.0, 81.0
править, @default_class, 1.9618166334112175e-05, 68.0, 57.0
паника, @default_class, 1.2982610314793419e-05, 45.0, 33.0
планировщик, @default_class, 2.3368698748527095e-05, 81.0, 40.0
compiler, @default_class, 1.5579133105347864e-05, 54.0, 32.0
card, @default_class, 2.8273239877307788e-05, 98.0, 35.0
раскрытый, @default_class, 1.2405605957610533e-05, 43.0, 38.0
returns, @default_class, 3.173527147737332e-05, 110.0, 37.0
min, @default_class, 5.423846232588403e-05, 188.0, 46.0
right, @default_class, 5.452696495922282e-05, 189.0, 70.0
долговременный, @default_class, 2.8273239877307788e-05, 98.0, 62.0
занятый, @default_class, 4.327536953496747e-05, 150.0, 130.0
update, @default_class, 0.00013242263230495155, 459.0, 180.0
left, @default_class, 6.231653242139146e-05, 216.0, 70.0
нажимать, @default_class, 8.539672853657976e-05, 296.0, 149.0
психология, @default_class, 2.913874777732417e-05, 101.0, 60.0
базироваться, @default_class, 2.8850245143985376e-05, 100.0, 87.0
защищать, @default_class, 7.299111894099042e-05, 253.0, 179.0
event, @default_class, 9.405180026078597e-05, 326.0, 104.0
сенсорный, @default_class, 5.885450082132593e-05, 204.0, 88.0
парсинга, @default_class, 3.202377411071211e-05, 111.0, 60.0
плановый, @default_class, 2.134918213414494e-05, 74.0, 44.0
поддержать, @default_class, 3.519729943946004e-05, 122.0, 94.0
express, @default_class, 3.173527147737332e-05, 110.0, 42.0
bash, @default_class, 4.2409861634951085e-05, 147.0, 68.0
проектировать, @default_class, 4.269836426828988e-05, 148.0, 91.0
драгоценный, @default_class, 1.5002127838670276e-05, 52.0, 38.0
движок, @default_class, 0.00014569374616257846, 505.0, 198.0
грубо, @default_class, 2.740773379628081e-05, 95.0, 75.0
поставляться, @default_class, 3.519729943946004e-05, 122.0, 99.0
донести, @default_class, 2.2214688215171918e-05, 77.0, 70.0
iii, @default_class, 2.740773379628081e-05, 95.0, 60.0
физически, @default_class, 3.433179153944366e-05, 119.0, 104.0
provider, @default_class, 2.1926187400822528e-05, 76.0, 34.0
превысить, @default_class, 3.058126094401814e-05, 106.0, 89.0
пребывание, @default_class, 1.067459106707247e-05, 37.0, 33.0
redis, @default_class, 4.0967348468257114e-05, 142.0, 39.0
выдаваться, @default_class, 1.932966370077338e-05, 67.0, 56.0
101, @default_class, 2.134918213414494e-05, 74.0, 30.0
func, @default_class, 0.00012261355004739016, 425.0, 50.0
router, @default_class, 3.404328890610486e-05, 118.0, 31.0
уведомить, @default_class, 1.3271112948132213e-05, 46.0, 39.0
переключение, @default_class, 8.049218740779907e-05, 279.0, 156.0
часовой, @default_class, 3.144676884403452e-05, 109.0, 76.0
функционирование, @default_class, 3.144676884403452e-05, 109.0, 85.0
подписка, @default_class, 7.270261994563043e-05, 252.0, 126.0
прочесть, @default_class, 3.0292758310679346e-05, 105.0, 84.0
завтра, @default_class, 3.548580207279883e-05, 123.0, 90.0
студия, @default_class, 7.760716107441112e-05, 269.0, 120.0
унификация, @default_class, 9.809083167056087e-06, 34.0, 30.0
платёж, @default_class, 0.00010443788778502494, 362.0, 105.0
exchange, @default_class, 1.990666896745097e-05, 69.0, 35.0
расшифровка, @default_class, 3.7793823139509186e-05, 131.0, 89.0
index, @default_class, 9.664832032285631e-05, 335.0, 95.0
оповещение, @default_class, 6.173952715471387e-05, 214.0, 106.0
моделирование, @default_class, 7.87611716077663e-05, 273.0, 132.0
кэшировать, @default_class, 2.6253723262925632e-05, 91.0, 43.0
восприятие, @default_class, 7.154860941227525e-05, 248.0, 144.0
даба, @default_class, 2.5965220629586838e-05, 90.0, 77.0
memory, @default_class, 5.221894389251247e-05, 181.0, 89.0
like, @default_class, 4.298686690162867e-05, 149.0, 59.0
книжка, @default_class, 3.4908796806121245e-05, 121.0, 83.0
повсюду, @default_class, 9.520581443211995e-06, 33.0, 31.0
vk, @default_class, 1.6156138372025453e-05, 56.0, 36.0
замедление, @default_class, 2.2503190848510712e-05, 78.0, 50.0
page, @default_class, 7.126010314095765e-05, 247.0, 79.0
соединять, @default_class, 3.3466283639427274e-05, 116.0, 95.0
маршрут, @default_class, 0.00015636833268217742, 542.0, 142.0
шина, @default_class, 7.385663047898561e-05, 256.0, 88.0
суметь, @default_class, 3.058126094401814e-05, 106.0, 91.0
управленческий, @default_class, 1.1828600690932944e-05, 41.0, 31.0
колесо, @default_class, 4.731440276373178e-05, 164.0, 87.0
визуализировать, @default_class, 1.586763573868666e-05, 55.0, 47.0
выровнять, @default_class, 1.759864971973002e-05, 61.0, 31.0
active, @default_class, 9.520581079414114e-05, 330.0, 73.0
снаружи, @default_class, 3.0869763577356935e-05, 107.0, 85.0
удивлённый, @default_class, 1.067459106707247e-05, 37.0, 35.0
приз, @default_class, 2.7696236429619603e-05, 96.0, 60.0
просматривать, @default_class, 5.6546479754615575e-05, 196.0, 147.0
бесполезный, @default_class, 5.3949959692545235e-05, 187.0, 162.0
наступление, @default_class, 1.8752660253085196e-05, 65.0, 46.0
взрослый, @default_class, 5.481546759256162e-05, 190.0, 112.0
достигнутый, @default_class, 1.154009805759415e-05, 40.0, 37.0
руководить, @default_class, 1.4713625205331482e-05, 51.0, 47.0
обучать, @default_class, 0.00010097585618495941, 350.0, 174.0
покрытие, @default_class, 7.154860941227525e-05, 248.0, 140.0
конфигурировать, @default_class, 1.4713625205331482e-05, 51.0, 42.0
cisco, @default_class, 6.895208935020491e-05, 239.0, 81.0
экстремальный, @default_class, 1.529063047200907e-05, 53.0, 48.0
запутанный, @default_class, 1.904116288642399e-05, 66.0, 51.0
специальность, @default_class, 1.6156138372025453e-05, 56.0, 46.0
65, @default_class, 2.913874777732417e-05, 101.0, 82.0
66, @default_class, 1.5579133105347864e-05, 54.0, 35.0
деление, @default_class, 4.327536953496747e-05, 150.0, 86.0
личность, @default_class, 6.520155147882178e-05, 226.0, 125.0
плеер, @default_class, 2.509971454855986e-05, 87.0, 36.0
runtime, @default_class, 2.452270928188227e-05, 85.0, 40.0
смежный, @default_class, 1.904116288642399e-05, 66.0, 55.0
утверждение, @default_class, 5.5392472859239206e-05, 192.0, 116.0
теорема, @default_class, 2.509971454855986e-05, 87.0, 43.0
комфортный, @default_class, 4.673739749705419e-05, 162.0, 131.0
365, @default_class, 1.5002127838670276e-05, 52.0, 32.0
дюйм, @default_class, 4.0390343201579526e-05, 140.0, 62.0
phone, @default_class, 2.2214688215171918e-05, 77.0, 46.0
сжатый, @default_class, 3.0004255677340552e-05, 104.0, 80.0
случаться, @default_class, 2.3945704015204683e-05, 83.0, 74.0
воспроизводить, @default_class, 3.404328890610486e-05, 118.0, 91.0
enterprise, @default_class, 4.356387216830626e-05, 151.0, 88.0
рекомендоваться, @default_class, 6.0008511354681104e-05, 208.0, 147.0
удостовериться, @default_class, 1.3559615581471007e-05, 47.0, 39.0
interface, @default_class, 0.00010732291411841288, 372.0, 124.0
netflix, @default_class, 1.2694107681454625e-05, 44.0, 30.0
обработчик, @default_class, 8.626223279861733e-05, 299.0, 121.0
актуальность, @default_class, 2.452270928188227e-05, 85.0, 67.0
проход, @default_class, 3.260077573941089e-05, 113.0, 69.0
унаследовать, @default_class, 2.538821536290925e-05, 88.0, 61.0
планка, @default_class, 2.7696236429619603e-05, 96.0, 62.0
джон, @default_class, 5.308445179252885e-05, 184.0, 101.0
ipad, @default_class, 2.30801961151883e-05, 80.0, 51.0
curl, @default_class, 4.962242383044213e-05, 172.0, 59.0
динамичный, @default_class, 1.6733141819713637e-05, 58.0, 53.0
edison, @default_class, 1.8464157619746402e-05, 64.0, 50.0
дружелюбный, @default_class, 1.1251595424255356e-05, 39.0, 37.0
купон, @default_class, 2.538821536290925e-05, 88.0, 40.0
велосипед, @default_class, 6.520155147882178e-05, 226.0, 127.0
карл, @default_class, 1.2405605957610533e-05, 43.0, 33.0
резиновый, @default_class, 9.809083167056087e-06, 34.0, 31.0
регулярный, @default_class, 6.462455348810181e-05, 224.0, 168.0
упрощать, @default_class, 6.318203668342903e-05, 219.0, 192.0
тщательный, @default_class, 1.759864971973002e-05, 61.0, 57.0
автоматизированный, @default_class, 5.221894389251247e-05, 181.0, 130.0
природный, @default_class, 2.0195171600789763e-05, 70.0, 55.0
менеджмент, @default_class, 4.010184056824073e-05, 139.0, 90.0
порождать, @default_class, 3.548580207279883e-05, 123.0, 88.0
атмосферный, @default_class, 1.529063047200907e-05, 53.0, 34.0
video, @default_class, 2.4234206648543477e-05, 84.0, 42.0
static, @default_class, 0.0002406110434094444, 834.0, 167.0
грамотно, @default_class, 1.4425122571992688e-05, 50.0, 43.0
х, @default_class, 7.645315054105595e-05, 265.0, 101.0
восприниматься, @default_class, 2.509971454855986e-05, 87.0, 75.0
ieee, @default_class, 2.30801961151883e-05, 80.0, 30.0
address, @default_class, 9.607131505617872e-05, 333.0, 87.0
конденсатор, @default_class, 2.6253723262925632e-05, 91.0, 34.0
снизу, @default_class, 2.3368698748527095e-05, 81.0, 71.0
разблокировать, @default_class, 1.1828600690932944e-05, 41.0, 33.0
разрабатываться, @default_class, 4.4429376430343837e-05, 154.0, 125.0
космонавт, @default_class, 2.913874777732417e-05, 101.0, 35.0
zero, @default_class, 1.6733141819713637e-05, 58.0, 37.0
обслуживать, @default_class, 2.6253723262925632e-05, 91.0, 79.0
объёмный, @default_class, 3.260077573941089e-05, 113.0, 96.0
вакуум, @default_class, 4.067884583491832e-05, 141.0, 56.0
потребитель, @default_class, 0.00012636407336685807, 438.0, 199.0
33, @default_class, 3.433179153944366e-05, 119.0, 90.0
покрыть, @default_class, 4.558338696369901e-05, 158.0, 123.0
студент, @default_class, 0.00011453547631390393, 397.0, 190.0
копировать, @default_class, 6.95290946168825e-05, 241.0, 169.0
control, @default_class, 5.452696495922282e-05, 189.0, 90.0
lenovo, @default_class, 6.433604721678421e-05, 223.0, 47.0
тв, @default_class, 1.8175654986407608e-05, 63.0, 35.0
уделять, @default_class, 4.356387216830626e-05, 151.0, 131.0
залог, @default_class, 1.154009805759415e-05, 40.0, 34.0
желательно, @default_class, 5.1064933359157294e-05, 177.0, 158.0
обидный, @default_class, 1.0386088433733676e-05, 36.0, 32.0
root, @default_class, 0.0001759864971973002, 610.0, 126.0
распоряжение, @default_class, 2.509971454855986e-05, 87.0, 74.0
младший, @default_class, 6.058551662135869e-05, 210.0, 123.0
разумно, @default_class, 1.154009805759415e-05, 40.0, 35.0
1999, @default_class, 1.3848118214809801e-05, 48.0, 40.0
астронавт, @default_class, 2.856174251064658e-05, 99.0, 31.0
анекдот, @default_class, 8.943576176534407e-06, 31.0, 30.0
типовой, @default_class, 3.7793823139509186e-05, 131.0, 97.0
консультант, @default_class, 2.9427250410662964e-05, 102.0, 74.0
перемещать, @default_class, 3.0292758310679346e-05, 105.0, 85.0
боевой, @default_class, 2.077217686746735e-05, 72.0, 53.0
вложенность, @default_class, 1.7310147086391225e-05, 60.0, 43.0
